id,start,destination,blind_paths,blind_input_tokens,blind_output_tokens,link_aware_paths,link_aware_input_tokens,link_aware_output_tokens,external_info_paths,external_info_input_tokens,external_info_output_tokens,tot_paths,tot_input_tokens,tot_output_tokens
Christianity_Natalie_Portman_1,Christianity,Natalie_Portman,"[""Christianity"", ""Christianity in the United States"", ""United States"", ""Harvard University"", ""Harvard College"", ""Harvard University alumni"", ""Natalie Portman""]",302,1325,"[""Christianity"", ""Roman_Catholic_Church"", ""Pope"", ""Israel"", ""Jew"", ""Judaism"", ""Jerusalem"", ""Natalie_Portman""]",5005,5627,"[""Christianity"", ""Paul_of_Tarsus""]",16988,5907,"[""Christianity"", ""Judaism"", ""Israel"", ""Jerusalem"", ""Natalie_Portman""]",15635,11428
Colombia_Menthol_1,Colombia,Menthol,,0,0,,0,0,"[""Colombia"", ""Mestizo""]",14230,8255,,0,0
Napoleonic_Wars_Superman_1,Napoleonic_Wars,Superman,"[""Napoleonic Wars"", ""War of 1812"", ""United States"", ""American comics"", ""DC Comics"", ""Superman""]",303,1087,"[""Napoleonic_Wars"", ""Great_Britain""]",9381,9208,,0,0,"[""Napoleonic_Wars"", ""War"", ""World_War_II"", ""United_States_Congress"", ""Library_of_Congress"", ""Literature"", ""Graphic_novel"", ""Comics"", ""Superman""]",85626,86096
Batman_Wikisource_1,Batman,Wikisource,"[""Batman"", ""Wikimedia Commons"", ""Wikimedia"", ""Wikisource""]",300,1153,"[""Batman"", ""Superman"", ""Earth""]",6503,6945,,0,0,,0,0
Christianity_Coconut_crab_1,Christianity,Coconut_crab,"[""Christianity"", ""Fish"", ""Marine biology"", ""Crustacean"", ""Decapoda"", ""Coconut crab""]",302,1612,"[""Christianity"", ""Philippines""]",4831,6688,,0,0,,0,0
David_Beckham_Frog_1,David_Beckham,Frog,"[""David_Beckham"", ""Dog"", ""Vertebrate"", ""Amphibian"", ""Frog""]",303,1871,"[""David_Beckham"", ""Football_(soccer)"", ""Trinity_College,_Cambridge"", ""University_of_Cambridge"", ""Science"", ""Biology"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",4245,4357,"[""David_Beckham"", ""Israel""]",15574,7080,"[""David_Beckham"", ""Manchester_United_F.C."", ""Europe"", ""Earth"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",32243,36556
Geometry_Volleyball_1,Geometry,Volleyball,"[""Geometry"", ""Mathematics"", ""Sports"", ""Volleyball""]",299,753,"[""Geometry"", ""Physics""]",3654,3553,"[""Geometry"", ""Physics"", ""Bridge"", ""United_States"", ""Sport"", ""Football"", ""Basketball"", ""Volleyball""]",11617,3262,"[""Geometry"", ""Physics"", ""Force"", ""Momentum"", ""Albert_Einstein"", ""Brazil"", ""Volleyball""]",21748,19347
Brain_Telephone_2,Brain,Telephone,"[""Brain"", ""Cognitive Science"", ""Communication"", ""Telecommunication"", ""Telephone""]",298,458,"[""Brain"", ""Computer_science"", ""Information"", ""Communication"", ""Telephone""]",1954,3017,"[""Brain"", ""Computer_science"", ""Internet"", ""Information"", ""Communication"", ""Telephone""]",6746,3104,"[""Brain"", ""Computer_science"", ""Information"", ""Communication"", ""Telephone""]",11384,11862
Theatre_Zebra_2,Theatre,Zebra,"[""Theatre"", ""Stage"", ""Stage design"", ""Design"", ""Visual arts"", ""Paintings"", ""Landscape painting"", ""Landscape"", ""Nature"", ""Wildlife"", ""Zebra""]",300,1161,"[""Theatre"", ""Paris"", ""Africa"", ""Herbivore"", ""Animal"", ""Mammal"", ""Zebra""]",4256,3482,"[""Theatre"", ""Music"", ""Sound""]",12511,6726,"[""Theatre"", ""Music"", ""Culture"", ""Evolution"", ""Vertebrate"", ""Mammal"", ""Zebra""]",31422,28996
Asteroid_Viking_2,Asteroid,Viking,"[""Asteroid"", ""Solar System"", ""Mars"", ""Mars lander"", ""Viking""]",300,686,"[""Asteroid"", ""Mars"", ""Mars_Exploration_Rover"", ""Radar"", ""Radio"", ""Radio_frequency"", ""Bluetooth"", ""Viking""]",3440,4569,,0,0,"[""Asteroid"", ""Solar_System"", ""Planet"", ""Earth"", ""Europe"", ""Norway"", ""Viking""]",32668,29129
Batman_Wood_2,Batman,Wood,,0,0,"[""Batman"", ""Scotland"", ""Great_Britain"", ""United_Kingdom"", ""Wales"", ""English_language"", ""Language"", ""Biology"", ""Plant"", ""Wood""]",6664,6352,"[""Batman"", ""Chemistry"", ""Steel"", ""Water"", ""Fire"", ""Wood""]",7106,3116,"[""Batman"", ""Chemistry"", ""Biology"", ""Plant"", ""Wood""]",9607,7782
Beer_Sun_2,Beer,Sun,"[""Beer"", ""Malt"", ""Barley"", ""Plant"", ""Photosynthesis"", ""Sun""]",298,1277,"[""Beer"", ""Ethanol"", ""Water"", ""Cloud"", ""Solar_System"", ""Sun""]",3247,3921,"[""Beer"", ""Water"", ""Sunlight"", ""Sun""]",4806,1597,"[""Beer"", ""Water"", ""Solar_System"", ""Sun""]",4860,3167
Batman_Banana_2,Batman,Banana,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Plant"", ""Fruit"", ""Banana""]",2786,1885,,0,0,,0,0
Cat_Computer_2,Cat,Computer,,0,0,"[""Cat"", ""Animal""]",2196,3894,,0,0,"[""Cat"", ""Animal"", ""Energy"", ""Technology"", ""Computer""]",13522,11401
Cat_Microsoft_2,Cat,Microsoft,"[""Cat"", ""Internet"", ""Microsoft""]",298,639,"[""Cat"", ""Scientific_classification"", ""Apple"", ""United_States"", ""Computer"", ""Internet"", ""Microsoft""]",4721,3791,,0,0,,0,0
Dog_Telephone_2,Dog,Telephone,"[""Dog"", ""Animal"", ""Biology"", ""Science"", ""Technology"", ""Telecommunications"", ""Telephone""]",298,745,"[""Dog"", ""English_language"", ""American_English"", ""United_States"", ""Electronics"", ""Telephone""]",4428,2461,"[""Dog"", ""Chordate"", ""Animal"", ""Plant"", ""Weed"", ""Sumac"", ""Tobacco"", ""United_Kingdom"", ""Computer"", ""Telephone""]",12051,6684,"[""Dog"", ""English_language"", ""United_Kingdom"", ""Computer"", ""Telephone""]",12518,9181
Dog_Venus_2,Dog,Venus,"[""Dog"", ""Animal"", ""Biology"", ""Science"", ""Astronomy"", ""Solar system"", ""Venus""]",299,712,"[""Dog"", ""Chordate"", ""Animal"", ""Carbon_dioxide"", ""Greenhouse_effect"", ""Venus""]",2471,2758,"[""Dog"", ""Fossil"", ""Amber"", ""Aristotle"", ""Astronomy"", ""Planet"", ""Venus""]",9334,3083,"[""Dog"", ""Animal"", ""Carbon_dioxide"", ""Greenhouse_effect"", ""Venus""]",12012,12906
Aluminium_chloride_Parrot_2,Aluminium_chloride,Parrot,,0,0,,0,0,,0,0,"[""Aluminium_chloride"", ""Chlorine"", ""Color"", ""Bird"", ""Parrot""]",10544,13425
Batman_Bible_2,Batman,Bible,"[""Batman"", ""DC Comics"", ""Comic book"", ""Book"", ""Text"", ""Bible""]",298,725,"[""Batman"", ""Scotland"", ""Religion"", ""Christianity"", ""Bible""]",2602,1180,,0,0,"[""Batman"", ""Crime"", ""Religion"", ""Bible""]",3999,2453
England_God_2,England,God,"[""England"", ""United Kingdom"", ""Religion"", ""God""]",298,655,"[""England"", ""Christianity"", ""Jesus"", ""God""]",2618,966,"[""England"", ""Christianity"", ""Jesus"", ""Trinity"", ""God""]",6941,822,"[""England"", ""Christianity"", ""Jesus"", ""God""]",5442,3065
Art_Mango_2,Art,Mango,"[""Art"", ""Culture"", ""Indian culture"", ""India"", ""Mango""]",299,1832,"[""Art"", ""Painting"", ""India"", ""Mango""]",2179,2177,"[""Art"", ""Color"", ""Fruit"", ""Mango""]",4501,1433,"[""Art"", ""Painting"", ""India"", ""Mango""]",3800,3639
14th_century_Rainbow_2,14th_century,Rainbow,,0,0,"[""14th_century"", ""Renaissance"", ""Art"", ""Color"", ""Rainbow""]",2336,2991,"[""14th_century"", ""Renaissance"", ""Raphael"", ""Painting"", ""Glass"", ""Color"", ""Light"", ""Rainbow""]",10739,3458,"[""14th_century"", ""Renaissance"", ""Art"", ""Color"", ""Rainbow""]",8709,7780
Electricity_God_2,Electricity,God,"[""Electricity"", ""Energy"", ""Physics"", ""Science"", ""Philosophy"", ""Metaphysics"", ""Theism"", ""God""]",299,730,"[""Electricity"", ""Ancient_Greece"", ""Plato"", ""Ethics"", ""Philosophy"", ""Religion"", ""Deity"", ""God""]",4233,2327,"[""Electricity"", ""Light"", ""Time"", ""God""]",4632,2540,"[""Electricity"", ""Mesopotamia"", ""God""]",3619,3046
Archbishop_of_Canterbury_Vietnam_2,Archbishop_of_Canterbury,Vietnam,"[""Archbishop_of_Canterbury"", ""Church_of_England"", ""Anglican_Communion"", ""Anglican_Church_of_Australia"", ""Australia"", ""Asia"", ""Vietnam""]",303,876,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Pope_John_Paul_II"", ""Cold_War"", ""Vietnam_War"", ""Hanoi"", ""Vietnam""]",3777,3684,"[""Archbishop_of_Canterbury"", ""Rome"", ""Japan"", ""Asia"", ""Vietnam""]",6963,2134,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",5100,6114
Batman_Vitamin_D_2,Batman,Vitamin_D,,0,0,"[""Batman"", ""Chemistry"", ""Medicine"", ""Health"", ""Nutrition"", ""Vitamin_D""]",2557,2348,,0,0,"[""Batman"", ""Chemistry"", ""Medicine"", ""Health"", ""Nutrition"", ""Vitamin_D""]",17022,13068
China_Moon_2,China,Moon,"[""China"", ""Chinese space program"", ""Chinese lunar program"", ""Lunar Orbiter"", ""Moon""]",298,928,"[""China"", ""United_Nations"", ""United_States"", ""Moon""]",3701,2413,"[""China"", ""Pi"", ""Sphere"", ""Earth"", ""Moon""]",5960,1127,"[""China"", ""United_States"", ""Moon""]",4069,2577
Achilles_tendon_Ivory_2,Achilles_tendon,Ivory,,0,0,"[""Achilles_tendon"", ""Latin""]",6318,5915,"[""Achilles_tendon"", ""Achilles"", ""Ethiopia""]",13669,5893,"[""Achilles_tendon"", ""Achilles"", ""Greek_mythology"", ""Ancient_Greece"", ""Jewellery"", ""Ivory""]",28368,24720
Pyramid_Bean_2,Pyramid,Bean,"[""Pyramid"", ""Egyptian pyramid"", ""Egypt"", ""Egyptian cuisine"", ""Fava bean"", ""Bean""]",299,1267,"[""Pyramid"", ""Mexico""]",5556,6376,"[""Pyramid"", ""Great_Pyramid_of_Giza"", ""Agriculture"", ""Pea"", ""Bean""]",5316,1690,,0,0
Aircraft_Google_2,Aircraft,Google,"[""Aircraft"", ""Avionics"", ""Computer"", ""Internet"", ""Google""]",298,1292,,0,0,"[""Aircraft"", ""United_Kingdom"", ""Computer""]",11864,3238,"[""Aircraft"", ""United_Kingdom"", ""Computer"", ""World_Wide_Web"", ""Google""]",17513,15582
Computer_Fruit_2,Computer,Fruit,"[""Computer"", ""Apple\u202fInc."", ""Apple (fruit)"", ""Fruit""]",298,839,"[""Computer"", ""Internet"", ""Brazil"", ""Agriculture"", ""Fruit""]",2398,2254,,0,0,"[""Computer"", ""Internet"", ""World_Wide_Web"", ""Google"", ""Juice"", ""Fruit""]",16195,15293
Batman_Penguin_2,Batman,Penguin,"[""Batman"", ""Penguin""]",299,234,"[""Batman"", ""Crime"", ""Family"", ""United_States"", ""Antarctica"", ""Emperor_Penguin"", ""Penguin""]",4396,3424,"[""Batman"", ""Spring_Heeled_Jack"", ""Moon""]",12187,3548,"[""Batman"", ""Crime"", ""Police"", ""Falkland_Islands"", ""Penguin""]",12650,15355
Calculus_Lemon_2,Calculus,Lemon,"[""Calculus"", ""Mathematics"", ""Science"", ""Biology"", ""Plant"", ""Citrus"", ""Lemon""]",300,1093,"[""Calculus"", ""Science"", ""Chemistry"", ""Carbon"", ""Fruit"", ""Citrus"", ""Lemon""]",3321,3396,"[""Calculus"", ""Mathematics"", ""Language""]",14980,6342,"[""Calculus"", ""Biology"", ""Plant"", ""Fruit"", ""Citrus"", ""Lemon""]",17987,17349
George_W._Bush_Monkey_2,George_W._Bush,Monkey,,0,0,"[""George_W._Bush"", ""United_States""]",8576,5808,"[""George_W._Bush"", ""United_States"", ""Guinea"", ""Senegal"", ""The_Gambia"", ""Africa"", ""Human"", ""Ape"", ""Monkey""]",14843,4777,,0,0
Batman_Coconut_crab_2,Batman,Coconut_crab,,0,0,,0,0,"[""Batman"", ""Superman"", ""Earth""]",14116,5546,"[""Batman"", ""Chemistry"", ""Biology"", ""Animal"", ""Insect"", ""Arthropod"", ""Coconut_crab""]",26886,31889
Batman_Peanut_2,Batman,Peanut,,0,0,"[""Batman"", ""Chemistry"", ""Genetics"", ""Plant"", ""Seed"", ""Peanut""]",2646,3080,,0,0,,0,0
Cat_University_2,Cat,University,,0,0,"[""Cat"", ""Evolution"", ""Science"", ""University""]",1802,1126,"[""Cat"", ""Dog"", ""Africa"", ""United_States"", ""Education_in_the_United_States"", ""University""]",10045,2802,"[""Cat"", ""Animal"", ""Human"", ""Organization"", ""University""]",7992,7517
God_Apple_2,God,Apple,"[""God"", ""Theism"", ""Philosophy"", ""Philosophy of science"", ""Science"", ""Biology"", ""Botany"", ""Fruit"", ""Apple""]",298,1494,,0,0,,0,0,"[""God"", ""Nature"", ""Plant"", ""Fruit"", ""Apple""]",12746,11681
Canada_Pony_2,Canada,Pony,"[""Canada"", ""Horse"", ""Pony""]",299,455,"[""Canada"", ""United_States"", ""United_Kingdom""]",7880,5615,,0,0,,0,0
AIDS_Tour_de_France_2,AIDS,Tour_de_France,"[""AIDS"", ""Human immunodeficiency virus"", ""HIV infection"", ""AIDS pandemic"", ""World Health Organization"", ""United Nations"", ""UNESCO"", ""World Heritage Sites"", ""France"", ""Tour_de_France""]",302,918,"[""AIDS"", ""France""]",2890,1792,"[""AIDS"", ""France"", ""Paris"", ""Tourism"", ""Tour_de_France""]",6750,2248,"[""AIDS"", ""Europe"", ""Paris"", ""Tour_de_France""]",6460,3863
Cereal_Kurt_Cobain_2,Cereal,Kurt_Cobain,,0,0,"[""Cereal"", ""United_States"", ""American_popular_music"", ""Nirvana_(band)"", ""Kurt_Cobain""]",3572,1575,,0,0,"[""Cereal"", ""United_States"", ""American_popular_music"", ""Nirvana_(band)"", ""Kurt_Cobain""]",13003,9195
Christianity_Natalie_Portman_2,Christianity,Natalie_Portman,"[""Christianity"", ""United States of America"", ""Hollywood"", ""Black Swan"", ""Natalie Portman""]",302,1299,"[""Christianity"", ""Jew"", ""Israel""]",8104,9137,"[""Christianity"", ""Paul_of_Tarsus""]",13110,5283,,0,0
Colombia_Menthol_2,Colombia,Menthol,"[""Colombia"", ""South America"", ""Amazon rainforest"", ""Amazon River"", ""River"", ""Water (chemical compound)"", ""Molecule"", ""Organic molecule"", ""Essential oil"", ""Menthol""]",300,1456,"[""Colombia"", ""Latin_America""]",3323,2119,"[""Colombia"", ""Andes"", ""Galeras""]",3408,2256,,0,0
Napoleonic_Wars_Superman_2,Napoleonic_Wars,Superman,,0,0,"[""Napoleonic_Wars"", ""United_States""]",8239,8621,,0,0,,0,0
Batman_Wikisource_2,Batman,Wikisource,"[""Batman (character)"", ""Wikipedia"", ""Wikimedia projects"", ""Wikisource""]",300,756,"[""Batman"", ""Crime"", ""Law""]",5536,6315,"[""Batman"", ""Superman""]",13193,5269,,0,0
Christianity_Coconut_crab_2,Christianity,Coconut_crab,,0,0,"[""Christianity"", ""Oceania""]",6284,7607,"[""Christianity"", ""Philippines""]",15633,7483,"[""Christianity"", ""Oceania"", ""Christmas_Island"", ""Coconut_crab""]",4058,4013
David_Beckham_Frog_2,David_Beckham,Frog,,0,0,"[""David_Beckham"", ""England""]",5143,6442,"[""David_Beckham"", ""Israel"", ""Science"", ""Biology"", ""Eukaryote"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",10447,3050,,0,0
Geometry_Volleyball_2,Geometry,Volleyball,"[""Geometry"", ""Mathematics"", ""Sports"", ""Volleyball""]",299,430,"[""Geometry"", ""Symmetry""]",6355,6005,"[""Geometry"", ""Physics"", ""Acceleration"", ""Earth"", ""Europe"", ""France"", ""Italy"", ""Milan"", ""Basketball"", ""Olympic_Games"", ""Volleyball""]",15745,4873,"[""Geometry"", ""Mathematics"", ""Game_theory"", ""Economics"", ""United_States"", ""Olympic_Games"", ""Volleyball""]",34459,30875
