id,start,destination,blind_paths,blind_input_tokens,blind_output_tokens,link_aware_paths,link_aware_input_tokens,link_aware_output_tokens,external_info_paths,external_info_input_tokens,external_info_output_tokens,tot_paths,tot_input_tokens,tot_output_tokens,difficulty
Christianity_Natalie_Portman_1,Christianity,Natalie_Portman,"[""Christianity"", ""Christianity in the United States"", ""United States"", ""Harvard University"", ""Harvard College"", ""Harvard University alumni"", ""Natalie Portman""]",302,1325,"[""Christianity"", ""Roman_Catholic_Church"", ""Pope"", ""Israel"", ""Jew"", ""Judaism"", ""Jerusalem"", ""Natalie_Portman""]",5005,5627,"[""Christianity"", ""Paul_of_Tarsus""]",16988,5907,,0,0,Hard
Colombia_Menthol_1,Colombia,Menthol,,0,0,,0,0,"[""Colombia"", ""Mestizo""]",14230,8255,,0,0,Hard
Napoleonic_Wars_Superman_1,Napoleonic_Wars,Superman,"[""Napoleonic Wars"", ""War of 1812"", ""United States"", ""American comics"", ""DC Comics"", ""Superman""]",303,1087,"[""Napoleonic_Wars"", ""Great_Britain""]",9381,9208,,0,0,,0,0,Hard
Batman_Wikisource_1,Batman,Wikisource,"[""Batman"", ""Wikimedia Commons"", ""Wikimedia"", ""Wikisource""]",300,1153,"[""Batman"", ""Superman"", ""Earth""]",6503,6945,,0,0,,0,0,Hard
Christianity_Coconut_crab_1,Christianity,Coconut_crab,"[""Christianity"", ""Fish"", ""Marine biology"", ""Crustacean"", ""Decapoda"", ""Coconut crab""]",302,1612,"[""Christianity"", ""Philippines""]",4831,6688,,0,0,"[""Christianity"", ""Religion"", ""Peru"", ""Pacific_Ocean"", ""Vanuatu"", ""Fishing"", ""Crustacean"", ""Arthropod"", ""Coconut_crab""]",116434,113696,Hard
David_Beckham_Frog_1,David_Beckham,Frog,"[""David_Beckham"", ""Dog"", ""Vertebrate"", ""Amphibian"", ""Frog""]",303,1871,"[""David_Beckham"", ""Football_(soccer)"", ""Trinity_College,_Cambridge"", ""University_of_Cambridge"", ""Science"", ""Biology"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",4245,4357,"[""David_Beckham"", ""Israel""]",15574,7080,"[""David_Beckham"", ""Chelsea_F.C."", ""Football_(soccer)"", ""Europe"", ""Carnivore"", ""Frog""]",29823,34115,Hard
Geometry_Volleyball_1,Geometry,Volleyball,"[""Geometry"", ""Mathematics"", ""Sports"", ""Volleyball""]",299,753,"[""Geometry"", ""Physics""]",3654,3553,"[""Geometry"", ""Physics"", ""Bridge"", ""United_States"", ""Sport"", ""Football"", ""Basketball"", ""Volleyball""]",11617,3262,"[""Geometry"", ""Physics"", ""Motion_(physics)"", ""Force"", ""Bicycle"", ""Sport"", ""Olympic_Games"", ""Volleyball""]",37089,35517,Hard
Brain_Telephone_2,Brain,Telephone,"[""Brain"", ""Cognitive Science"", ""Communication"", ""Telecommunication"", ""Telephone""]",298,458,"[""Brain"", ""Computer_science"", ""Information"", ""Communication"", ""Telephone""]",1954,3017,"[""Brain"", ""Computer_science"", ""Internet"", ""Information"", ""Communication"", ""Telephone""]",6746,3104,"[""Brain"", ""Mind"", ""History_of_science"", ""Telecommunication"", ""Telephone""]",9364,6829,Medium
Theatre_Zebra_2,Theatre,Zebra,"[""Theatre"", ""Stage"", ""Stage design"", ""Design"", ""Visual arts"", ""Paintings"", ""Landscape painting"", ""Landscape"", ""Nature"", ""Wildlife"", ""Zebra""]",300,1161,"[""Theatre"", ""Paris"", ""Africa"", ""Herbivore"", ""Animal"", ""Mammal"", ""Zebra""]",4256,3482,"[""Theatre"", ""Music"", ""Sound""]",12511,6726,"[""Theatre"", ""United_States"", ""Turkey_(bird)"", ""Chordate"", ""Mammal"", ""Zebra""]",28557,21990,Medium
Asteroid_Viking_2,Asteroid,Viking,"[""Asteroid"", ""Solar System"", ""Mars"", ""Mars lander"", ""Viking""]",300,686,"[""Asteroid"", ""Mars"", ""Mars_Exploration_Rover"", ""Radar"", ""Radio"", ""Radio_frequency"", ""Bluetooth"", ""Viking""]",3440,4569,,0,0,"[""Asteroid"", ""Solar_System"", ""Earth"", ""Norse_mythology"", ""Norway"", ""Viking""]",19479,20362,Medium
Batman_Wood_2,Batman,Wood,,0,0,"[""Batman"", ""Scotland"", ""Great_Britain"", ""United_Kingdom"", ""Wales"", ""English_language"", ""Language"", ""Biology"", ""Plant"", ""Wood""]",6664,6352,"[""Batman"", ""Chemistry"", ""Steel"", ""Water"", ""Fire"", ""Wood""]",7106,3116,"[""Batman"", ""Superman"", ""Film"", ""Piano"", ""Ebony"", ""Wood""]",26110,33607,Medium
Beer_Sun_2,Beer,Sun,"[""Beer"", ""Malt"", ""Barley"", ""Plant"", ""Photosynthesis"", ""Sun""]",298,1277,"[""Beer"", ""Ethanol"", ""Water"", ""Cloud"", ""Solar_System"", ""Sun""]",3247,3921,"[""Beer"", ""Water"", ""Sunlight"", ""Sun""]",4806,1597,"[""Beer"", ""Water"", ""Sun""]",4085,3811,Medium
Batman_Banana_2,Batman,Banana,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Plant"", ""Fruit"", ""Banana""]",2786,1885,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Botany"", ""Fruit"", ""Banana""]",18605,16051,Medium
Cat_Computer_2,Cat,Computer,,0,0,"[""Cat"", ""Animal""]",2196,3894,,0,0,"[""Cat"", ""Animal"", ""Human"", ""Technology"", ""Computer""]",9914,5773,Medium
Cat_Microsoft_2,Cat,Microsoft,"[""Cat"", ""Internet"", ""Microsoft""]",298,639,"[""Cat"", ""Scientific_classification"", ""Apple"", ""United_States"", ""Computer"", ""Internet"", ""Microsoft""]",4721,3791,,0,0,,0,0,Medium
Dog_Telephone_2,Dog,Telephone,"[""Dog"", ""Animal"", ""Biology"", ""Science"", ""Technology"", ""Telecommunications"", ""Telephone""]",298,745,"[""Dog"", ""English_language"", ""American_English"", ""United_States"", ""Electronics"", ""Telephone""]",4428,2461,"[""Dog"", ""Chordate"", ""Animal"", ""Plant"", ""Weed"", ""Sumac"", ""Tobacco"", ""United_Kingdom"", ""Computer"", ""Telephone""]",12051,6684,[],535,870,Medium
Dog_Venus_2,Dog,Venus,"[""Dog"", ""Animal"", ""Biology"", ""Science"", ""Astronomy"", ""Solar system"", ""Venus""]",299,712,"[""Dog"", ""Chordate"", ""Animal"", ""Carbon_dioxide"", ""Greenhouse_effect"", ""Venus""]",2471,2758,"[""Dog"", ""Fossil"", ""Amber"", ""Aristotle"", ""Astronomy"", ""Planet"", ""Venus""]",9334,3083,"[""Dog"", ""Ammonia"", ""Carbon_dioxide"", ""Greenhouse_effect"", ""Venus""]",12405,12741,Medium
Aluminium_chloride_Parrot_2,Aluminium_chloride,Parrot,,0,0,,0,0,,0,0,"[""Aluminium_chloride"", ""Aluminium"", ""Australia"", ""Biodiversity"", ""Bird"", ""Parrot""]",17838,17579,Medium
Batman_Bible_2,Batman,Bible,"[""Batman"", ""DC Comics"", ""Comic book"", ""Book"", ""Text"", ""Bible""]",298,725,"[""Batman"", ""Scotland"", ""Religion"", ""Christianity"", ""Bible""]",2602,1180,,0,0,"[""Batman"", ""Superman"", ""Judaism"", ""Bible""]",8331,4353,Medium
England_God_2,England,God,"[""England"", ""United Kingdom"", ""Religion"", ""God""]",298,655,"[""England"", ""Christianity"", ""Jesus"", ""God""]",2618,966,"[""England"", ""Christianity"", ""Jesus"", ""Trinity"", ""God""]",6941,822,"[""England"", ""Islam"", ""Religion"", ""God""]",5508,3020,Medium
Art_Mango_2,Art,Mango,"[""Art"", ""Culture"", ""Indian culture"", ""India"", ""Mango""]",299,1832,"[""Art"", ""Painting"", ""India"", ""Mango""]",2179,2177,"[""Art"", ""Color"", ""Fruit"", ""Mango""]",4501,1433,"[""Art"", ""Australia"", ""Asia"", ""India"", ""Mango""]",13061,11466,Medium
14th_century_Rainbow_2,14th_century,Rainbow,,0,0,"[""14th_century"", ""Renaissance"", ""Art"", ""Color"", ""Rainbow""]",2336,2991,"[""14th_century"", ""Renaissance"", ""Raphael"", ""Painting"", ""Glass"", ""Color"", ""Light"", ""Rainbow""]",10739,3458,"[""14th_century"", ""Renaissance"", ""Art"", ""Color"", ""Rainbow""]",10109,10261,Medium
Electricity_God_2,Electricity,God,"[""Electricity"", ""Energy"", ""Physics"", ""Science"", ""Philosophy"", ""Metaphysics"", ""Theism"", ""God""]",299,730,"[""Electricity"", ""Ancient_Greece"", ""Plato"", ""Ethics"", ""Philosophy"", ""Religion"", ""Deity"", ""God""]",4233,2327,"[""Electricity"", ""Light"", ""Time"", ""God""]",4632,2540,"[""Electricity"", ""Physics"", ""Philosophy"", ""Religion"", ""God""]",16952,11872,Medium
Archbishop_of_Canterbury_Vietnam_2,Archbishop_of_Canterbury,Vietnam,"[""Archbishop_of_Canterbury"", ""Church_of_England"", ""Anglican_Communion"", ""Anglican_Church_of_Australia"", ""Australia"", ""Asia"", ""Vietnam""]",303,876,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Pope_John_Paul_II"", ""Cold_War"", ""Vietnam_War"", ""Hanoi"", ""Vietnam""]",3777,3684,"[""Archbishop_of_Canterbury"", ""Rome"", ""Japan"", ""Asia"", ""Vietnam""]",6963,2134,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",8163,7169,Medium
Batman_Vitamin_D_2,Batman,Vitamin_D,,0,0,"[""Batman"", ""Chemistry"", ""Medicine"", ""Health"", ""Nutrition"", ""Vitamin_D""]",2557,2348,,0,0,,0,0,Medium
China_Moon_2,China,Moon,"[""China"", ""Chinese space program"", ""Chinese lunar program"", ""Lunar Orbiter"", ""Moon""]",298,928,"[""China"", ""United_Nations"", ""United_States"", ""Moon""]",3701,2413,"[""China"", ""Pi"", ""Sphere"", ""Earth"", ""Moon""]",5960,1127,"[""China"", ""United_States"", ""Neil_Armstrong"", ""Moon""]",8627,5788,Medium
Achilles_tendon_Ivory_2,Achilles_tendon,Ivory,,0,0,"[""Achilles_tendon"", ""Latin""]",6318,5915,"[""Achilles_tendon"", ""Achilles"", ""Ethiopia""]",13669,5893,,0,0,Medium
Pyramid_Bean_2,Pyramid,Bean,"[""Pyramid"", ""Egyptian pyramid"", ""Egypt"", ""Egyptian cuisine"", ""Fava bean"", ""Bean""]",299,1267,"[""Pyramid"", ""Mexico""]",5556,6376,"[""Pyramid"", ""Great_Pyramid_of_Giza"", ""Agriculture"", ""Pea"", ""Bean""]",5316,1690,,0,0,Hard
Aircraft_Google_2,Aircraft,Google,"[""Aircraft"", ""Avionics"", ""Computer"", ""Internet"", ""Google""]",298,1292,,0,0,"[""Aircraft"", ""United_Kingdom"", ""Computer""]",11864,3238,,0,0,Hard
Computer_Fruit_2,Computer,Fruit,"[""Computer"", ""Apple\u202fInc."", ""Apple (fruit)"", ""Fruit""]",298,839,"[""Computer"", ""Internet"", ""Brazil"", ""Agriculture"", ""Fruit""]",2398,2254,,0,0,"[""Computer"", ""Toy"", ""Apple"", ""Fruit""]",4323,4094,Hard
Batman_Penguin_2,Batman,Penguin,"[""Batman"", ""Penguin""]",299,234,"[""Batman"", ""Crime"", ""Family"", ""United_States"", ""Antarctica"", ""Emperor_Penguin"", ""Penguin""]",4396,3424,"[""Batman"", ""Spring_Heeled_Jack"", ""Moon""]",12187,3548,"[""Batman"", ""Superman"", ""Television"", ""New_Zealand"", ""Antarctica"", ""Penguin""]",20970,19104,Hard
Calculus_Lemon_2,Calculus,Lemon,"[""Calculus"", ""Mathematics"", ""Science"", ""Biology"", ""Plant"", ""Citrus"", ""Lemon""]",300,1093,"[""Calculus"", ""Science"", ""Chemistry"", ""Carbon"", ""Fruit"", ""Citrus"", ""Lemon""]",3321,3396,"[""Calculus"", ""Mathematics"", ""Language""]",14980,6342,"[""Calculus"", ""Biology"", ""Botany"", ""Fruit"", ""Citrus"", ""Lemon""]",27329,26242,Hard
George_W._Bush_Monkey_2,George_W._Bush,Monkey,,0,0,"[""George_W._Bush"", ""United_States""]",8576,5808,"[""George_W._Bush"", ""United_States"", ""Guinea"", ""Senegal"", ""The_Gambia"", ""Africa"", ""Human"", ""Ape"", ""Monkey""]",14843,4777,,0,0,Hard
Batman_Coconut_crab_2,Batman,Coconut_crab,,0,0,,0,0,"[""Batman"", ""Superman"", ""Earth""]",14116,5546,,0,0,Hard
Batman_Peanut_2,Batman,Peanut,,0,0,"[""Batman"", ""Chemistry"", ""Genetics"", ""Plant"", ""Seed"", ""Peanut""]",2646,3080,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Plant"", ""Seed"", ""Peanut""]",22169,20686,Hard
Cat_University_2,Cat,University,,0,0,"[""Cat"", ""Evolution"", ""Science"", ""University""]",1802,1126,"[""Cat"", ""Dog"", ""Africa"", ""United_States"", ""Education_in_the_United_States"", ""University""]",10045,2802,"[""Cat"", ""Animal"", ""Human"", ""University""]",4555,3811,Hard
God_Apple_2,God,Apple,"[""God"", ""Theism"", ""Philosophy"", ""Philosophy of science"", ""Science"", ""Biology"", ""Botany"", ""Fruit"", ""Apple""]",298,1494,,0,0,,0,0,,0,0,Hard
Canada_Pony_2,Canada,Pony,"[""Canada"", ""Horse"", ""Pony""]",299,455,"[""Canada"", ""United_States"", ""United_Kingdom""]",7880,5615,,0,0,,0,0,Hard
AIDS_Tour_de_France_2,AIDS,Tour_de_France,"[""AIDS"", ""Human immunodeficiency virus"", ""HIV infection"", ""AIDS pandemic"", ""World Health Organization"", ""United Nations"", ""UNESCO"", ""World Heritage Sites"", ""France"", ""Tour_de_France""]",302,918,"[""AIDS"", ""France""]",2890,1792,"[""AIDS"", ""France"", ""Paris"", ""Tourism"", ""Tour_de_France""]",6750,2248,"[""AIDS"", ""Belgium"", ""Tour_de_France""]",3407,1984,Hard
Cereal_Kurt_Cobain_2,Cereal,Kurt_Cobain,,0,0,"[""Cereal"", ""United_States"", ""American_popular_music"", ""Nirvana_(band)"", ""Kurt_Cobain""]",3572,1575,,0,0,"[""Cereal"", ""United_States"", ""American_popular_music"", ""Nirvana_(band)"", ""Kurt_Cobain""]",11616,7139,Hard
Christianity_Natalie_Portman_2,Christianity,Natalie_Portman,"[""Christianity"", ""United States of America"", ""Hollywood"", ""Black Swan"", ""Natalie Portman""]",302,1299,"[""Christianity"", ""Jew"", ""Israel""]",8104,9137,"[""Christianity"", ""Paul_of_Tarsus""]",13110,5283,"[""Christianity"", ""Judaism"", ""Jerusalem"", ""Natalie_Portman""]",12028,8071,Hard
Colombia_Menthol_2,Colombia,Menthol,"[""Colombia"", ""South America"", ""Amazon rainforest"", ""Amazon River"", ""River"", ""Water (chemical compound)"", ""Molecule"", ""Organic molecule"", ""Essential oil"", ""Menthol""]",300,1456,"[""Colombia"", ""Latin_America""]",3323,2119,"[""Colombia"", ""Andes"", ""Galeras""]",3408,2256,,0,0,Hard
Napoleonic_Wars_Superman_2,Napoleonic_Wars,Superman,,0,0,"[""Napoleonic_Wars"", ""United_States""]",8239,8621,,0,0,,0,0,Hard
Batman_Wikisource_2,Batman,Wikisource,"[""Batman (character)"", ""Wikipedia"", ""Wikimedia projects"", ""Wikisource""]",300,756,"[""Batman"", ""Crime"", ""Law""]",5536,6315,"[""Batman"", ""Superman""]",13193,5269,,0,0,Hard
Christianity_Coconut_crab_2,Christianity,Coconut_crab,,0,0,"[""Christianity"", ""Oceania""]",6284,7607,"[""Christianity"", ""Philippines""]",15633,7483,"[""Christianity"", ""Philippines"", ""Guam"", ""Invasive_species"", ""Australia"", ""Christmas_Island"", ""Coconut_crab""]",29996,29551,Hard
David_Beckham_Frog_2,David_Beckham,Frog,,0,0,"[""David_Beckham"", ""England""]",5143,6442,"[""David_Beckham"", ""Israel"", ""Science"", ""Biology"", ""Eukaryote"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",10447,3050,"[""David_Beckham"", ""England"", ""United_Kingdom"", ""DNA"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",33979,35699,Hard
Geometry_Volleyball_2,Geometry,Volleyball,"[""Geometry"", ""Mathematics"", ""Sports"", ""Volleyball""]",299,430,"[""Geometry"", ""Symmetry""]",6355,6005,"[""Geometry"", ""Physics"", ""Acceleration"", ""Earth"", ""Europe"", ""France"", ""Italy"", ""Milan"", ""Basketball"", ""Olympic_Games"", ""Volleyball""]",15745,4873,"[""Geometry"", ""Mathematics"", ""Game_theory"", ""Economics"", ""United_States"", ""Olympic_Games"", ""Volleyball""]",36604,25339,Hard
Brain_Telephone_3,Brain,Telephone,"[""Brain"", ""Neural network"", ""Artificial neural network"", ""Machine learning"", ""Artificial intelligence"", ""Speech recognition"", ""Speech"", ""Telephone""]",298,1296,"[""Brain"", ""Psychology"", ""Language"", ""Communication"", ""Telephone""]",2049,1372,"[""Brain"", ""Medicine"", ""Computer"", ""Telephone""]",4911,1445,"[""Brain"", ""Computer_science"", ""Information"", ""Communication"", ""Telephone""]",7213,7764,Medium
Theatre_Zebra_3,Theatre,Zebra,,0,0,"[""Theatre"", ""Aristotle"", ""Biology"", ""Biodiversity"", ""Africa"", ""Carnivore"", ""Animal"", ""Mammal"", ""Zebra""]",5099,4516,"[""Theatre"", ""Dance""]",9505,2280,"[""Theatre"", ""France"", ""Kenya"", ""Africa"", ""Giraffe"", ""Mammal"", ""Zebra""]",22229,15137,Medium
Asteroid_Viking_3,Asteroid,Viking,"[""Asteroid"", ""Minor planet"", ""NASA"", ""NASA program"", ""Viking program""]",300,1267,"[""Asteroid"", ""Earth"", ""Apollo_8"", ""Saturn_V"", ""Mars"", ""Mars_Exploration_Rover"", ""Geology"", ""20th_century"", ""10th_century"", ""Viking""]",5345,6485,"[""Asteroid"", ""Mars"", ""Phoenix_(spacecraft)"", ""Switzerland"", ""Iceland"", ""Viking""]",7445,2790,"[""Asteroid"", ""Mars"", ""Mars_Exploration_Rover"", ""Geology"", ""20th_century"", ""9th_century"", ""Viking""]",29158,31620,Medium
Batman_Wood_3,Batman,Wood,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Botany"", ""Plant"", ""Tree"", ""Wood""]",3327,2618,"[""Batman"", ""Superman""]",9596,4564,"[""Batman"", ""Chemistry"", ""Carbon"", ""Plant"", ""Wood""]",12994,12852,Medium
Beer_Sun_3,Beer,Sun,"[""Beer"", ""Hops"", ""Plant"", ""Sun""]",298,846,,0,0,"[""Beer"", ""Water"", ""Sun""]",3630,1799,"[""Beer"", ""Ethanol"", ""Hydrogen"", ""Sun""]",4068,5396,Medium
Batman_Banana_3,Batman,Banana,,0,0,"[""Batman"", ""Crime"", ""United_States"", ""Agriculture"", ""Fruit"", ""Banana""]",4004,2658,"[""Batman"", ""Spring_Heeled_Jack"", ""Popular_culture"", ""Music"", ""Language"", ""Science"", ""Biology"", ""Plant"", ""Fruit"", ""Banana""]",13448,4688,"[""Batman"", ""Chemistry"", ""Biology"", ""Botany"", ""Fruit"", ""Banana""]",20364,16591,Medium
Cat_Computer_3,Cat,Computer,"[""Cat"", ""Cat (disambiguation)"", ""cat (command)"", ""Unix"", ""Computer""]",298,1530,"[""Cat"", ""Sound"", ""Music"", ""Mathematics"", ""Computer_science"", ""Computer_programming"", ""Linux"", ""Unix"", ""Internet"", ""Microsoft"", ""Computer""]",4730,3784,"[""Cat"", ""Scientific_classification"", ""Apple"", ""United_States"", ""Electronics"", ""Computer""]",9041,3472,"[""Cat"", ""Protein"", ""Computer_science"", ""Alan_Turing"", ""Algorithm"", ""Computer""]",21542,21260,Medium
Cat_Microsoft_3,Cat,Microsoft,,0,0,"[""Cat"", ""Mammal"", ""20th_century"", ""Internet"", ""Microsoft""]",2414,2383,"[""Cat"", ""Color"", ""Art"", ""Mass_media"", ""Technology"", ""Computer_science"", ""Internet"", ""Microsoft""]",10879,4168,"[""Cat"", ""Mammal"", ""20th_century"", ""Internet"", ""Microsoft""]",9636,9290,Medium
Dog_Telephone_3,Dog,Telephone,"[""Dog"", ""Animal communication"", ""Communication"", ""Telephone""]",298,1029,"[""Dog"", ""DNA"", ""Information"", ""Communication"", ""Telephone""]",1927,2141,"[""Dog"", ""Chordate"", ""Animal"", ""Human"", ""Language"", ""Communication"", ""Telephone""]",8765,2983,"[""Dog"", ""English_language"", ""Language"", ""Communication"", ""Telephone""]",9996,6847,Medium
Dog_Venus_3,Dog,Venus,"[""Dog"", ""Mammal"", ""Biology"", ""Earth"", ""Solar System"", ""Venus""]",299,1050,,0,0,"[""Dog"", ""Peru"", ""Amazon_Rainforest""]",15330,8416,,0,0,Medium
Aluminium_chloride_Parrot_3,Aluminium_chloride,Parrot,"[""Aluminium chloride"", ""Aluminium"", ""Chemistry"", ""Science"", ""Biology"", ""Organisms"", ""Animals"", ""Birds"", ""Parrot""]",303,608,"[""Aluminium_chloride"", ""Chlorine"", ""Human""]",5784,5783,"[""Aluminium_chloride"", ""Ytterbium""]",14059,6108,"[""Aluminium_chloride"", ""Ethanol"", ""Brazil"", ""Amazon_Rainforest"", ""Bird"", ""Parrot""]",19678,21139,Medium
Batman_Bible_3,Batman,Bible,"[""Batman"", ""Religion in comics"", ""Religion"", ""Christianity"", ""Bible""]",298,1101,"[""Batman"", ""Chemistry"", ""Alchemy"", ""Christianity"", ""Bible""]",2398,1657,"[""Batman"", ""Crime"", ""Religion"", ""Christianity"", ""Bible""]",5644,1612,"[""Batman"", ""Superman"", ""Judaism"", ""Bible""]",5685,3532,Medium
England_God_3,England,God,"[""England"", ""Christianity"", ""God""]",298,244,"[""England"", ""Christianity"", ""Jesus"", ""God""]",2618,1408,"[""England"", ""Hinduism"", ""God""]",3927,799,"[""England"", ""Christianity"", ""Jesus"", ""God""]",4777,2870,Medium
Art_Mango_3,Art,Mango,"[""Art"", ""Art history"", ""Italian Renaissance"", ""Italian cuisine"", ""Cuisine"", ""Food"", ""Fruit"", ""Mangifera indica"", ""Mango""]",299,1332,"[""Art"", ""Color"", ""Fruit"", ""Mango""]",1656,1817,"[""Art"", ""Color"", ""Fruit"", ""Mango""]",4793,1603,"[""Art"", ""Painting"", ""India"", ""Mango""]",6957,6922,Medium
14th_century_Rainbow_3,14th_century,Rainbow,"[""14th_century"", ""Middle Ages"", ""Science in the Middle Ages"", ""Optics"", ""Rainbow""]",301,991,,0,0,,0,0,,0,0,Medium
Electricity_God_3,Electricity,God,"[""Electricity"", ""Physics"", ""Philosophy of physics"", ""Philosophy"", ""Philosophy of religion"", ""God""]",299,1044,"[""Electricity"", ""Ancient_Greece"", ""Athena"", ""Greek_mythology"", ""Deity"", ""God""]",2849,2070,"[""Electricity"", ""Matter"", ""Magnet"", ""Earth"", ""Deity"", ""God""]",7345,2516,"[""Electricity"", ""Mesopotamia"", ""Religion"", ""God""]",6358,4007,Medium
Archbishop_of_Canterbury_Vietnam_3,Archbishop_of_Canterbury,Vietnam,"[""Archbishop_of_Canterbury"", ""Canterbury"", ""England"", ""Europe"", ""Asia"", ""Vietnam""]",303,974,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Christianity"", ""Roman_Empire"", ""United_States"", ""Vietnam""]",4477,4216,"[""Archbishop_of_Canterbury"", ""England"", ""France"", ""Thailand"", ""Cambodia"", ""Vietnam""]",8989,4172,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",4173,4791,Medium
Batman_Vitamin_D_3,Batman,Vitamin_D,,0,0,"[""Batman"", ""Chemistry"", ""Medicine"", ""Biology"", ""Human"", ""Ultraviolet"", ""Sunlight"", ""Vitamin_D""]",4081,3022,"[""Batman"", ""Spring_Heeled_Jack"", ""Nature"", ""Ultraviolet"", ""Sun"", ""Vitamin_D""]",7290,3403,"[""Batman"", ""Superman"", ""Sun"", ""Sunlight"", ""Vitamin_D""]",14839,11132,Medium
China_Moon_3,China,Moon,"[""China"", ""People's Republic of China"", ""China National Space Administration"", ""Chinese lunar exploration program"", ""Moon""]",298,880,"[""China"", ""People's_Republic_of_China"", ""Shenzhou_6"", ""Shenzhou_spacecraft"", ""International_Space_Station"", ""Earth"", ""Moon""]",3951,3237,"[""China"", ""Beijing"", ""Great_Wall_of_China"", ""Apollo_11"", ""Moon""]",6704,2282,"[""China"", ""Great_Wall_of_China"", ""Moon""]",2655,2760,Medium
Achilles_tendon_Ivory_3,Achilles_tendon,Ivory,,0,0,"[""Achilles_tendon"", ""Latin"", ""United_States"", ""C\u00f4te_d'Ivoire""]",5048,6226,"[""Achilles_tendon"", ""Latin"", ""Vulgar_Latin""]",17042,5999,,0,0,Medium
Pyramid_Bean_3,Pyramid,Bean,,0,0,"[""Pyramid"", ""Egyptian_pyramids"", ""Ancient_Egypt"", ""Agriculture"", ""Soybean"", ""Plant"", ""Seed"", ""Bean""]",3876,4365,"[""Pyramid"", ""Earth"", ""Plant"", ""Soybean"", ""Peanut"", ""Seed"", ""Pea"", ""Bean""]",11335,4075,"[""Pyramid"", ""Egypt"", ""Cereal"", ""Seed"", ""Bean""]",15425,18528,Hard
Aircraft_Google_3,Aircraft,Google,"[""Aircraft"", ""Boeing"", ""NASA"", ""Information technology"", ""Internet"", ""Google""]",298,1608,"[""Aircraft"", ""United_Kingdom"", ""Computer"", ""Internet"", ""World_Wide_Web"", ""Google""]",3310,2863,"[""Aircraft"", ""Vietnam_War"", ""United_States"", ""Internet"", ""World_Wide_Web"", ""Google""]",9184,2315,,0,0,Hard
Computer_Fruit_3,Computer,Fruit,"[""Computer"", ""Apple Inc."", ""Apple (fruit)"", ""Fruit""]",298,1493,"[""Computer"", ""Computer_and_video_games"", ""Pac-Man"", ""Fruit""]",1537,2492,"[""Computer"", ""Toy"", ""Animal"", ""Water"", ""Agriculture"", ""Vegetable"", ""Food"", ""Cereal"", ""Fruit""]",13105,3527,,0,0,Hard
Batman_Penguin_3,Batman,Penguin,"[""Batman"", ""Penguin""]",299,127,"[""Batman"", ""Crime"", ""Family"", ""Society"", ""Science"", ""Biology"", ""Animal"", ""Vertebrate"", ""Bird"", ""Penguin""]",4494,4146,"[""Batman"", ""Superman"", ""Jew"", ""Geography"", ""Water"", ""Fish"", ""Dolphin"", ""Animal"", ""Magellanic_Penguin"", ""Penguin""]",13304,4992,"[""Batman"", ""Crime"", ""United_States"", ""Antarctica"", ""Penguin""]",12750,14853,Hard
Calculus_Lemon_3,Calculus,Lemon,,0,0,"[""Calculus"", ""Mathematics""]",8981,7316,"[""Calculus"", ""Latin"", ""English_language"", ""Language"", ""Biology"", ""Plant"", ""Fruit"", ""Citrus"", ""Lemon""]",13277,5000,"[""Calculus"", ""Physics"", ""Energy"", ""Food"", ""Vitamin_C"", ""Lemon""]",21969,18746,Hard
George_W._Bush_Monkey_3,George_W._Bush,Monkey,"[""George_W._Bush"", ""United_States"", ""United_States_Department_of_Education"", ""Education"", ""Biology"", ""Animal"", ""Monkey""]",301,1869,"[""George_W._Bush"", ""Stem_cell"", ""Cell_(biology)"", ""Organism"", ""Animal"", ""Vertebrate"", ""Mammal"", ""Human"", ""Ape"", ""Monkey""]",5183,5695,"[""George_W._Bush"", ""Moon"", ""Japan"", ""South_Korea"", ""Nigeria""]",18457,7150,"[""George_W._Bush"", ""United_Nations"", ""South_Africa"", ""Biodiversity"", ""Rainforest"", ""Monkey""]",27736,26275,Hard
Batman_Coconut_crab_3,Batman,Coconut_crab,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Animal"", ""Insect"", ""Crustacean"", ""Arthropod"", ""Coconut_crab""]",3493,4552,"[""Batman"", ""Spring_Heeled_Jack""]",15531,8588,"[""Batman"", ""Crime"", ""Family"", ""Anthropology"", ""Evolution"", ""Arthropod"", ""Coconut_crab""]",40670,45206,Hard
