id,start,destination,blind_paths,blind_input_tokens,blind_output_tokens,link_aware_paths,link_aware_input_tokens,link_aware_output_tokens,external_info_paths,external_info_input_tokens,external_info_output_tokens,tot_paths,tot_input_tokens,tot_output_tokens
Cat_University_1,Cat,University,"[""Cat"", ""Mammal"", ""Human"", ""Education"", ""University""]",298,478,,0,0,,0,0,,0,0
God_Apple_1,God,Apple,"[""God"", ""Christianity"", ""Bible"", ""Genesis"", ""Adam and Eve"", ""Forbidden fruit"", ""Apple""]",298,548,"[""God"", ""Bible""]",5049,3375,"[""God"", ""United_States""]",16320,3382,"[""God"", ""Christianity"", ""Jesus"", ""Bible"", ""Judaism"", ""Hebrew_language"", ""United_States"", ""California"", ""Fruit"", ""Apple""]",105131,67391
Canada_Pony_1,Canada,Pony,"[""Canada"", ""Horse"", ""Pony""]",299,365,"[""Canada"", ""United_Kingdom"", ""Wales"", ""British_monarchy"", ""British_Empire"", ""India"", ""Mammal"", ""Horse"", ""Pony""]",6997,3144,"[""Canada"", ""Beaver"", ""Animal"", ""Fish"", ""Dolphin"", ""Chordate"", ""Mammal"", ""Horse"", ""Pony""]",11930,4084,"[""Canada"", ""United_Kingdom"", ""Scotland"", ""Agriculture"", ""Horse"", ""Pony""]",22327,11705
AIDS_Tour_de_France_1,AIDS,Tour_de_France,"[""AIDS"", ""World Health Organization"", ""France"", ""Sport in France"", ""Cycling"", ""Tour de France""]",302,644,,0,0,,0,0,"[""AIDS"", ""Belgium"", ""Tour_de_France""]",4260,1889
Cereal_Kurt_Cobain_1,Cereal,Kurt_Cobain,"[""Cereal"", ""Popular_culture"", ""Music"", ""Grunge"", ""Nirvana_(band)"", ""Kurt_Cobain""]",303,684,"[""Cereal"", ""United_States"", ""Seattle,_Washington"", ""Nirvana_(band)"", ""Kurt_Cobain""]",3615,1985,,0,0,"[""Cereal"", ""United_States"", ""Music_of_the_United_States"", ""Nirvana_(band)"", ""Kurt_Cobain""]",11640,5562
Christianity_Natalie_Portman_1,Christianity,Natalie_Portman,"[""Christianity"", ""Christianity in popular culture"", ""Film"", ""Actress"", ""Natalie Portman""]",302,435,"[""Christianity"", ""Judaism""]",3766,1951,"[""Christianity"", ""Jew"", ""Israel"", ""Jerusalem"", ""Natalie_Portman""]",7476,1879,"[""Christianity"", ""Jew"", ""Israel"", ""Jerusalem"", ""Natalie_Portman""]",9563,4200
Colombia_Menthol_1,Colombia,Menthol,"[""Colombia"", ""Traditional medicine"", ""Herbal medicine"", ""Mint"", ""Menthol""]",300,1012,"[""Colombia"", ""Latin_America"", ""United_States""]",6828,5013,"[""Colombia"", ""Andes""]",16097,5529,"[""Colombia"", ""United_States""]",236856,180966
Napoleonic_Wars_Superman_1,Napoleonic_Wars,Superman,"[""Napoleonic_Wars"", ""War_of_1812"", ""United_States"", ""Culture_of_the_United_States"", ""Comics"", ""Superman""]",303,1021,"[""Napoleonic_Wars"", ""United_States"", ""Film""]",6346,3519,"[""Napoleonic_Wars"", ""France"", ""United_States""]",16489,5760,,0,0
Batman_Wikisource_1,Batman,Wikisource,"[""Batman"", ""List of Batman video games"", ""Video game"", ""Software"", ""Free software"", ""Wikimedia Foundation"", ""Wikisource""]",300,948,,0,0,"[""Batman"", ""Crime"", ""Culture""]",15103,3659,"[""Batman"", ""Spring_Heeled_Jack"", ""Fiction"", ""Literature"", ""Publishing"", ""Wikipedia"", ""Wikimedia_Foundation"", ""Wikisource""]",65448,39321
Christianity_Coconut_crab_1,Christianity,Coconut_crab,"[""Christianity"", ""Bible"", ""Animals in the Bible"", ""Crab"", ""Coconut crab""]",302,606,"[""Christianity"", ""Philippines""]",6485,4376,,0,0,"[""Christianity"", ""Oceania"", ""Christmas_Island"", ""Coconut_crab""]",2353,1275
David_Beckham_Frog_1,David_Beckham,Frog,"[""David_Beckham"", ""England"", ""Fauna_of_England"", ""Frog""]",303,806,,0,0,"[""David_Beckham"", ""Israel"", ""Science""]",12417,3279,"[""David_Beckham"", ""England"", ""Season"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Frog""]",21865,12774
Geometry_Volleyball_1,Geometry,Volleyball,"[""Geometry"", ""Shape"", ""Ball (geometry)"", ""Ball (sports)"", ""Volleyball""]",299,495,"[""Geometry"", ""Physics""]",2832,1530,"[""Geometry"", ""Euclid"", ""Greece"", ""Olympic_Games"", ""Volleyball""]",6063,1633,"[""Geometry"", ""Physics"", ""Energy"", ""Force"", ""Momentum"", ""Albert_Einstein"", ""Brazil"", ""Volleyball""]",33854,19480
Brain_Telephone_2,Brain,Telephone,"[""Brain"", ""Neuron"", ""Synapse"", ""Signal transduction"", ""Communication"", ""Telecommunication"", ""Telephone""]",298,331,"[""Brain"", ""Computer_science"", ""Information"", ""Communication"", ""Telephone""]",1954,1384,"[""Brain"", ""Action_potential"", ""Volt"", ""Automobile"", ""United_Kingdom"", ""Computer"", ""Telephone""]",8990,3077,,0,0
Theatre_Zebra_2,Theatre,Zebra,"[""Theatre"", ""Play (theatre)"", ""Game"", ""Puzzle"", ""Logic puzzle"", ""Zebra puzzle"", ""Zebra""]",300,1914,,0,0,"[""Theatre"", ""Dance"", ""Animal"", ""Vertebrate"", ""Mammal"", ""Zebra""]",7239,2015,"[""Theatre"", ""Brazil"", ""Africa"", ""Cheetah"", ""Wildebeest"", ""Mammal"", ""Zebra""]",16674,7761
Asteroid_Viking_2,Asteroid,Viking,"[""Asteroid"", ""Solar system"", ""Mars"", ""Viking program"", ""Viking""]",300,1583,,0,0,"[""Asteroid"", ""Earth""]",7480,1896,"[""Asteroid"", ""Solar_System"", ""Phoenix_(spacecraft)"", ""Exploration_of_Mars"", ""United_States"", ""Denmark"", ""Viking""]",29781,16002
Batman_Wood_2,Batman,Wood,"[""Batman"", ""Comic book"", ""Paper"", ""Wood pulp"", ""Wood""]",298,757,"[""Batman"", ""Spring_Heeled_Jack"", ""Nature"", ""Plant"", ""Wood""]",2194,1269,,0,0,,0,0
Beer_Sun_2,Beer,Sun,"[""Beer"", ""Barley"", ""Photosynthesis"", ""Sun""]",298,459,"[""Beer"", ""Water"", ""Sun""]",1537,1000,"[""Beer"", ""Water"", ""Sun""]",3630,937,,0,0
Batman_Banana_2,Batman,Banana,,0,0,"[""Batman"", ""Chemistry"", ""Biology"", ""Botany"", ""Fruit"", ""Banana""]",2651,1260,"[""Batman"", ""Spring_Heeled_Jack"", ""Nature"", ""Plant"", ""Arecaceae"", ""Fruit"", ""Banana""]",8875,2155,"[""Batman"", ""Superman"", ""Photosynthesis"", ""Plant"", ""Fruit"", ""Banana""]",17386,9453
Cat_Computer_2,Cat,Computer,"[""Cat"", ""Mouse"", ""Computer mouse"", ""Computer""]",298,313,,0,0,,0,0,"[""Cat"", ""Evolution"", ""Computer""]",2758,1464
Cat_Microsoft_2,Cat,Microsoft,"[""Cat"", ""Unix"", ""Microsoft Windows"", ""Microsoft""]",298,355,,0,0,"[""Cat"", ""Color"", ""Language"", ""Computer_science"", ""Internet"", ""Microsoft""]",7528,2310,"[""Cat"", ""Genealogy"", ""Internet"", ""Microsoft""]",3731,2990
Dog_Telephone_2,Dog,Telephone,"[""Dog"", ""Mammal"", ""Communication"", ""Telephone""]",298,337,"[""Dog"", ""Postage_stamp"", ""United_States"", ""Television"", ""Technology"", ""Electronics"", ""Telephone""]",4375,2022,"[""Dog"", ""Postage_stamp"", ""United_States"", ""Television"", ""Telecommunication"", ""Telephone""]",9162,2733,"[""Dog"", ""North_America"", ""United_States"", ""Electronics"", ""Telephone""]",13439,5081
Dog_Venus_2,Dog,Venus,"[""Dog"", ""Cerberus"", ""Greek mythology"", ""Roman mythology"", ""Venus""]",299,637,,0,0,,0,0,"[""Dog"", ""Cancer"", ""Ultraviolet"", ""Astronomy"", ""Venus""]",11467,7822
Aluminium_chloride_Parrot_2,Aluminium_chloride,Parrot,"[""Aluminium_chloride"", ""Chemical_compound"", ""Chemistry"", ""Science"", ""Biology"", ""Animal"", ""Bird"", ""Parrot""]",303,810,"[""Aluminium_chloride"", ""Recycling"", ""Environmental_science"", ""Biodiversity"", ""Bird"", ""Parrot""]",2565,1383,"[""Aluminium_chloride"", ""Ytterbium"", ""Fire"", ""Animal"", ""Bird"", ""Parrot""]",7664,1641,"[""Aluminium_chloride"", ""Electricity"", ""Thunderstorm"", ""Rainforest"", ""Bird"", ""Parrot""]",18340,11534
Batman_Bible_2,Batman,Bible,"[""Batman"", ""Gotham City"", ""New York City"", ""Christianity"", ""Bible""]",298,614,"[""Batman"", ""Superman"", ""Judaism"", ""Bible""]",1521,1013,"[""Batman"", ""Crime"", ""Law"", ""Christianity"", ""Bible""]",5939,1520,"[""Batman"", ""Superman"", ""Judaism"", ""Bible""]",5357,2497
England_God_2,England,God,"[""England"", ""Religion in England"", ""Christianity"", ""God""]",298,265,"[""England"", ""Church_of_England"", ""Christianity"", ""Jesus"", ""God""]",3212,1158,"[""England"", ""Christianity"", ""Jesus"", ""God""]",5781,968,"[""England"", ""Christianity"", ""Bible"", ""God""]",4804,1937
Art_Mango_2,Art,Mango,"[""Art"", ""Still life"", ""Fruit"", ""Mango""]",299,707,,0,0,"[""Art"", ""Sultan""]",16141,4321,"[""Art"", ""Color"", ""Fruit"", ""Mango""]",4466,2607
14th_century_Rainbow_2,14th_century,Rainbow,"[""14th_century"", ""Middle_Ages"", ""Science_in_the_Middle_Ages"", ""Optics"", ""Rainbow""]",301,764,"[""14th_century"", ""Time"", ""Light"", ""Rainbow""]",1714,1109,"[""14th_century"", ""Abacus"", ""Arithmetic"", ""Archimedes"", ""Sun"", ""Photon"", ""Ultraviolet"", ""Sunlight"", ""Pigment"", ""Color"", ""Rainbow""]",14518,4043,"[""14th_century"", ""Renaissance"", ""Art"", ""Color"", ""Rainbow""]",13702,8041
Electricity_God_2,Electricity,God,"[""Electricity"", ""Energy"", ""Physics"", ""Natural philosophy"", ""Philosophy of religion"", ""God""]",299,461,"[""Electricity"", ""Energy"", ""Big_Bang"", ""Christianity"", ""Jesus"", ""God""]",3114,1258,"[""Electricity"", ""Mesopotamia"", ""God""]",3316,714,"[""Electricity"", ""Mesopotamia"", ""God""]",3432,1735
Archbishop_of_Canterbury_Vietnam_2,Archbishop_of_Canterbury,Vietnam,"[""Archbishop_of_Canterbury"", ""Church_of_England"", ""British_Empire"", ""Colonialism"", ""French_Indochina"", ""Vietnam""]",303,486,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Cambodia"", ""Laos"", ""Vietnam""]",3285,1500,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",5442,1417,"[""Archbishop_of_Canterbury"", ""Roman_Catholic_Church"", ""Asia"", ""Vietnam""]",6276,2982
Batman_Vitamin_D_2,Batman,Vitamin_D,"[""Batman"", ""Night"", ""Sun"", ""Vitamin_D""]",299,668,,0,0,"[""Batman"", ""Superman"", ""Sun"", ""Vitamin_D""]",4086,950,,0,0
China_Moon_2,China,Moon,"[""China"", ""Space program of China"", ""Chinese lunar exploration program"", ""Moon""]",298,398,"[""China"", ""United_States"", ""Neil_Armstrong"", ""Moon""]",3372,1207,,0,0,"[""China"", ""United_States"", ""Moon""]",5039,2097
Achilles_tendon_Ivory_2,Achilles_tendon,Ivory,"[""Achilles_tendon"", ""Collagen"", ""Bone"", ""Dentin"", ""Ivory""]",302,725,"[""Achilles_tendon"", ""Achilles"", ""Ethiopia"", ""C\u00f4te_d'Ivoire""]",3193,1853,"[""Achilles_tendon"", ""Achilles""]",12441,4114,,0,0
Pyramid_Bean_2,Pyramid,Bean,"[""Pyramid"", ""Ancient Egypt"", ""Agriculture"", ""Legume"", ""Bean""]",299,573,"[""Pyramid"", ""Mexico""]",5502,3198,"[""Pyramid"", ""Mexico"", ""Agriculture"", ""Vegetable"", ""Bean""]",6266,1407,"[""Pyramid"", ""California"", ""Vegetable"", ""Bean""]",6036,3232
Aircraft_Google_2,Aircraft,Google,"[""Aircraft"", ""Aviation"", ""Technology"", ""Internet"", ""Google""]",298,328,"[""Aircraft"", ""Airbus_A380"", ""United_Kingdom"", ""Computer"", ""World_Wide_Web"", ""Google""]",3361,1806,"[""Aircraft"", ""Vietnam_War"", ""China"", ""English_language"", ""Internet"", ""Information"", ""Mass_media"", ""World_Wide_Web"", ""Google""]",13120,3047,,0,0
Computer_Fruit_2,Computer,Fruit,"[""Computer"", ""Apple Inc."", ""Apple (fruit)"", ""Fruit""]",298,826,"[""Computer"", ""Computer_and_video_games"", ""Advertising"", ""Television"", ""Manufacturing"", ""Biotechnology"", ""Agriculture"", ""Fruit""]",3526,2507,"[""Computer"", ""Toy"", ""Apple"", ""Fruit""]",4918,991,"[""Computer"", ""World_Wide_Web"", ""Google"", ""California"", ""Fruit""]",7417,4791
Batman_Penguin_2,Batman,Penguin,"[""Batman"", ""Bat"", ""Mammal"", ""Animal"", ""Bird"", ""Penguin""]",299,808,"[""Batman"", ""Crime"", ""International_law"", ""United_Nations"", ""South_Africa"", ""Cape_Town"", ""African_Penguin"", ""Magellanic_Penguin"", ""Penguin""]",4564,3148,"[""Batman"", ""Crime"", ""Latin"", ""Science"", ""Biology"", ""Animal"", ""Magellanic_Penguin"", ""Penguin""]",9953,2884,"[""Batman"", ""Crime"", ""United_States"", ""Antarctica"", ""Antarctic_krill"", ""Penguin""]",19489,9336
Calculus_Lemon_2,Calculus,Lemon,"[""Calculus"", ""Isaac Newton"", ""Apple"", ""Fruit"", ""Citrus"", ""Lemon""]",300,458,"[""Calculus"", ""Biology"", ""Botany"", ""Plant"", ""Fruit"", ""Citrus"", ""Lemon""]",3322,1782,"[""Calculus"", ""Business"", ""Money"", ""Water"", ""Color"", ""Fruit"", ""Citrus"", ""Lemon""]",11105,3135,"[""Calculus"", ""Biology"", ""Botany"", ""Fruit"", ""Citrus"", ""Lemon""]",15517,7987
George_W._Bush_Monkey_2,George_W._Bush,Monkey,"[""George_W._Bush"", ""United_States"", ""United_States_Department_of_Agriculture"", ""Animal_welfare"", ""Monkey""]",301,1023,"[""George_W._Bush"", ""International_Space_Station""]",6081,3490,"[""George_W._Bush"", ""Panama"", ""Colombia"", ""Brazil"", ""Rainforest"", ""Monkey""]",8392,2216,"[""George_W._Bush"", ""Creationism"", ""Charles_Darwin"", ""Monkey""]",4696,2120
Batman_Coconut_crab_2,Batman,Coconut_crab,"[""Batman"", ""Gotham City"", ""New York City"", ""United States"", ""Pacific Ocean"", ""Pacific islands"", ""Coconut"", ""Coconut crab""]",301,1609,,0,0,"[""Batman"", ""Spring_Heeled_Jack"", ""Nature"", ""Animal"", ""Scientific_classification"", ""Arthropod"", ""Coconut_crab""]",8089,3349,,0,0
Batman_Peanut_2,Batman,Peanut,"[""Batman"", ""Gotham City"", ""New York City"", ""Cuisine of New York City"", ""Food"", ""Peanut""]",299,924,"[""Batman"", ""Chemistry"", ""Biology"", ""Plant"", ""Agriculture"", ""Pea"", ""Vegetable"", ""Bean"", ""Peanut""]",4233,2508,"[""Batman"", ""Superman""]",16476,4966,"[""Batman"", ""Chemistry"", ""Biology"", ""Botany"", ""Soybean"", ""Peanut""]",15492,8257
Cat_University_2,Cat,University,"[""Cat"", ""Mammal"", ""Biology"", ""Science"", ""Education"", ""University""]",298,712,"[""Cat"", ""Evolution"", ""Science"", ""University""]",1802,867,,0,0,"[""Cat"", ""Scientific_classification"", ""Latin"", ""Science"", ""University""]",15326,8106
God_Apple_2,God,Apple,,0,0,,0,0,"[""God"", ""Bible"", ""Isaac"", ""Islam"", ""Almond"", ""Fruit"", ""Apple""]",9157,2971,,0,0
Canada_Pony_2,Canada,Pony,"[""Canada"", ""Equestrianism"", ""Horse"", ""Pony""]",299,629,"[""Canada"", ""Russia"", ""Agriculture"", ""Fertile_Crescent"", ""Horse"", ""Pony""]",3418,2391,"[""Canada"", ""Beaver"", ""Animal"", ""Vertebrate"", ""Mammal"", ""Horse"", ""Pony""]",9435,2869,"[""Canada"", ""United_Kingdom"", ""Scotland"", ""Shetland"", ""Agriculture"", ""Horse"", ""Pony""]",36560,21416
AIDS_Tour_de_France_2,AIDS,Tour_de_France,"[""AIDS"", ""World Health Organization"", ""International Olympic Committee"", ""Cycling"", ""Tour de France""]",302,570,"[""AIDS"", ""France"", ""Paris"", ""Tour_de_France""]",2224,1063,"[""AIDS"", ""France"", ""Marseille"", ""Paris"", ""Tour_de_France""]",7079,1723,"[""AIDS"", ""France"", ""Paris"", ""Tour_de_France""]",6460,2680
Cereal_Kurt_Cobain_2,Cereal,Kurt_Cobain,"[""Cereal"", ""Grain"", ""Agriculture"", ""United States"", ""Music of the United States"", ""Rock music"", ""Grunge"", ""Nirvana (band)"", ""Kurt Cobain""]",303,720,"[""Cereal"", ""United_States"", ""Seattle,_Washington"", ""Nirvana_(band)"", ""Kurt_Cobain""]",3615,1410,"[""Cereal"", ""Human"", ""Music"", ""Folk_music"", ""Bob_Dylan"", ""Neil_Young"", ""Kurt_Cobain""]",10065,3079,"[""Cereal"", ""United_States"", ""Seattle,_Washington"", ""Nirvana_(band)"", ""Kurt_Cobain""]",12475,6230
Christianity_Natalie_Portman_2,Christianity,Natalie_Portman,"[""Christianity"", ""Christianity in Israel"", ""Israel"", ""Natalie_Portman""]",302,561,,0,0,"[""Christianity"", ""Hebrew_language""]",18675,6792,"[""Christianity"", ""Jew"", ""Jerusalem"", ""Natalie_Portman""]",6311,2719
Colombia_Menthol_2,Colombia,Menthol,"[""Colombia"", ""Flora of Colombia"", ""Lamiaceae"", ""Mentha"", ""Menthol""]",300,1168,,0,0,"[""Colombia"", ""Mestizo""]",15510,5052,"[""Colombia"", ""United_States""]",51234,38450
Napoleonic_Wars_Superman_2,Napoleonic_Wars,Superman,"[""Napoleonic_Wars"", ""United_Kingdom"", ""United_States"", ""Comic_book"", ""DC_Comics"", ""Superman""]",303,633,"[""Napoleonic_Wars"", ""United_States""]",4718,1906,"[""Napoleonic_Wars"", ""United_States"", ""Film""]",16996,5256,"[""Napoleonic_Wars"", ""War"", ""Nazism"", ""World_War_II"", ""Cold_War"", ""Ronald_Reagan"", ""Superman""]",34997,17928
Batman_Wikisource_2,Batman,Wikisource,"[""Batman"", ""DC Comics"", ""Wikipedia"", ""Wikisource""]",300,2084,"[""Batman"", ""Superman""]",6845,3622,"[""Batman"", ""Chemistry""]",14591,3616,,0,0
Christianity_Coconut_crab_2,Christianity,Coconut_crab,"[""Christianity"", ""Bible"", ""Animal"", ""Crab"", ""Coconut crab""]",302,469,,0,0,"[""Christianity"", ""Philippines""]",16741,5246,,0,0
David_Beckham_Frog_2,David_Beckham,Frog,"[""David_Beckham"", ""Los_Angeles_Galaxy"", ""Los_Angeles"", ""California"", ""Amphibian"", ""Frog""]",303,847,"[""David_Beckham"", ""France"", ""Brazil"", ""Amazon_Rainforest""]",5095,3293,"[""David_Beckham"", ""France"", ""River"", ""Fresh_water"", ""Fish"", ""Dolphin"", ""Animal"", ""Australian_Green_Tree_Frog"", ""Tree_frog"", ""Frog""]",13051,3353,,0,0
Geometry_Volleyball_2,Geometry,Volleyball,"[""Geometry"", ""Sphere"", ""Ball (sports)"", ""Volleyball""]",299,585,,0,0,,0,0,,0,0
